Data/ByteString.hs,"['singleton', 'allBytes', 'pack', 'unpack', 'unpackFoldr', 'fromFilePath', 'toFilePath', 'null', 'length', 'cons', 'snoc', 'head', 'tail', 'uncons', 'last', 'init', 'unsnoc', 'append', 'map', 'reverse', 'intersperse', 'transpose', 'foldl', ""foldl'"", 'foldr', ""foldr'"", 'foldl1', ""foldl1'"", 'foldr1', ""foldr1'"", 'concat', 'concatMap', 'any', 'anyByte', 'all', 'maximum', 'minimum', 'mapAccumL', 'mapAccumR', 'scanl', 'scanl1', 'scanr', 'scanr1', 'replicate', 'unfoldr', 'unfoldrN', 'take', 'takeEnd', 'drop', 'dropEnd', 'splitAt', 'takeWhile', 'takeWhileEnd', 'dropWhile', 'dropWhileEnd', 'break', 'breakByte', 'breakEnd', 'span', 'spanByte', 'spanEnd', 'splitWith', 'split', 'group', 'groupBy', 'intercalate', 'index', 'indexMaybe', '(!?)', 'elemIndex', 'elemIndexEnd', 'elemIndices', 'count', 'findIndex', 'findIndexEnd', 'findIndices', 'elem', 'notElem', 'filter', 'filterByte', 'find', 'partition', 'isPrefixOf', 'stripPrefix', 'isSuffixOf', 'stripSuffix', 'isInfixOf', 'isValidUtf8', 'breakSubstring', 'zip', 'zipWith', 'packZipWith', 'unzip', 'inits', 'initsNE', 'tails', 'tailsNE', 'sort', 'useAsCString', 'useAsCStringLen', 'packCString', 'packCStringLen', 'copy', 'getLine', 'hGetLine', 'mkPS', 'mkBigPS', 'hPut', 'hPutNonBlocking', 'hPutStr', 'putStr', 'hGet', 'hGetNonBlocking', 'hGetSome', 'illegalBufferSize', 'hGetContents', 'hGetContentsSizeHint', 'getContents', 'interact', 'readFile', 'modifyFile', 'writeFile', 'appendFile', 'errorEmptyList', 'moduleError', 'moduleErrorIO', 'moduleErrorMsg', 'findFromEndUntil']"
Data/LiquidPtr.hs,"['fst3', 'snd3', 'myMin', 'myMax', 'newForeignPtr_', 'withForeignPtr', 'peekByteOff', 'peekElemOff', 'pokeByteOff', 'pokeElemOff', 'peek', 'poke', 'nullPtr', 'castPtr', 'plusPtr', 'minusPtr', 'mkPtr', 'plusForeignPtr', 'allocaBytes', 'unsafeForeignPtrToPtr', 'unsafeError']"
Data/ByteString/Unsafe.hs,"['unsafeHead', 'unsafeTail', 'unsafeInit', 'unsafeLast', 'unsafeIndex', 'unsafeTake', 'unsafeDrop', 'unsafePackAddressLen', 'unsafePackCStringFinalizer', 'unsafeFinalize', 'unsafePackCString', 'unsafePackCStringLen', 'unsafePackMallocCString', 'unsafePackMallocCStringLen', 'unsafeUseAsCString', 'unsafeUseAsCStringLen']"
Data/ByteString/ReadNat.hs,[]
Data/ByteString/Char8.hs,"['singleton', 'pack', 'unpack', 'cons', 'snoc', 'uncons', 'unsnoc', 'head', 'last', 'map', 'intersperse', 'foldl', ""foldl'"", 'foldr', ""foldr'"", 'foldl1', ""foldl1'"", 'foldr1', ""foldr1'"", 'concatMap', 'any', 'all', 'maximum', 'minimum', 'mapAccumL', 'mapAccumR', 'scanl', 'scanl1', 'scanr', 'scanr1', 'replicate', 'unfoldr', 'unfoldrN', 'takeWhile', 'takeWhileEnd', 'dropWhile', 'dropWhileEnd', 'break', 'breakChar', 'span', 'spanEnd', 'breakEnd', 'split', 'splitWith', 'tokens', 'groupBy', 'index', 'indexMaybe', '(!?)', 'elemIndex', 'elemIndexEnd', 'elemIndices', 'findIndex', 'findIndexEnd', 'findIndices', 'count', 'elem', 'notElem', 'filter', 'partition', 'filterChar', 'find', 'filterChar', 'filterNotChar', 'zip', 'zipWith', 'packZipWith', 'unzip', 'breakSpace', 'firstspace', 'dropSpace', 'firstnonspace', 'strip', 'dropSpaceEnd', 'lastnonspace', 'lines', 'unlines', 'words', 'unwords', 'getLine', 'hGetLine', 'hPutStrLn', 'putStrLn']"
Data/ByteString/Builder.hs,"['encodeUtf8CSV', 'renderTable', 'renderRow', 'renderCell', 'renderString', 'strings', 'table', '>maxiTable', '>main', '>renderRow', '>renderString', 'toLazyByteString', 'hPutBuilder', 'modifyFile', 'writeFile', 'int8', 'word8', 'int16LE', 'int32LE', 'int64LE', 'word16LE', 'word32LE', 'word64LE', 'floatLE', 'doubleLE', 'int16BE', 'int32BE', 'int64BE', 'word16BE', 'word32BE', 'word64BE', 'floatBE', 'doubleBE', 'char7', 'string7', 'char8', 'string8', 'charUtf8', 'stringUtf8']"
Data/ByteString/Lazy.hs,"['empty', 'singleton', 'pack', 'unpack', 'fromChunks', 'toChunks', 'packWith', 'unpackWith', 'null', 'length', 'cons', ""cons'"", 'snoc', 'head', 'uncons', 'tail', 'last', 'init', 'unsnoc', 'append', 'map', 'reverse', 'intersperse', 'transpose', 'foldl', ""foldl'"", 'foldr', ""foldr'"", 'foldl1', ""foldl1'"", 'foldr1', ""foldr1'"", 'concat', 'concatMap', 'any', 'all', 'maximum', 'minimum', 'compareLength', 'mapAccumL', 'mapAccumR', 'scanl', 'scanl1', 'scanr', 'scanr1', 'iterate', 'repeat', 'replicate', 'cycle', 'unfoldr', 'take', 'takeEnd', 'splitAtEndFold', 'splitAtEndFoldInvariantFailed', 'drop', 'dropEnd', 'splitAt', 'takeWhile', 'takeWhileEnd', 'dropWhile', 'dropWhileEnd', 'break', 'breakEnd', 'breakByte', 'spanByte', 'span', 'spanEnd', 'splitWith', 'split', 'group', 'groupBy', 'intercalate', 'index', 'indexMaybe', '(!?)', 'elemIndex', 'elemIndexEnd', 'elemIndices', 'count', 'findIndex', 'findIndexEnd', 'find', 'findIndices', 'elem', 'notElem', 'filter', 'filterByte', 'filterNotByte', 'partition', 'isPrefixOf', 'stripPrefix', 'isSuffixOf', 'stripSuffix', 'zip', 'zipWith', 'packZipWith', 'unzip', 'inits', 'initsNE', 'tails', 'tailsNE', 'copy', 'hGetContentsN', 'hGetN', 'hGetNonBlockingN', 'illegalBufferSize', 'hGetContents', 'hGet', 'hGetNonBlocking', 'readFile', 'modifyFile', 'writeFile', 'appendFile', 'getContents', 'hPut', 'hPutNonBlocking', 'hPutStr', 'putStr', 'interact', 'errorEmptyList', 'moduleError', 'revNonEmptyChunks', 'revChunks', 'intToInt64']"
Data/ByteString/Short.hs,[]
Data/ByteString/ReadInt.hs,[]
Data/ByteString/Internal.hs,[]
